CustomerID,TransactionDate,TransactionAmount
C-1712,2025-01-01,57.48
C-1737,2024-08-23,33.15
C-1182,2025-12-12,32.81
C-1622,2024-01-06,14.96
C-1235,2024-05-06,62.21
C-1154,2024-09-13,92.59
C-1234,2025-05-14,64.81
C-1708,2026-02-23,13.32
C-1893,2026-02-14,53.45
C-1375,2024-03-27,70.09
C-1418,2026-01-23,51.3
C-1595,2026-01-23,64.27
C-1280,2024-11-18,35.33
C-1151,2024-10-28,47.93
C-1277,2025-10-12,23.1
C-1135,2025-02-24,67.44
C-1218,2024-12-13,68.17
C-1747,2024-09-29,22.35
C-1160,2025-11-17,107.89
C-1732,2024-01-09,51.26
C-1800,2025-03-19,63.19
C-1697,2024-07-15,14.58
C-1777,2026-02-12,60.78
C-1064,2024-10-02,126.76
C-1824,2024-08-26,51.56
C-1011,2025-11-19,72.0
C-1176,2024-08-04,64.38
C-1550,2024-02-22,108.47
C-1217,2025-12-18,33.79
C-1055,2024-04-27,70.65
C-1899,2024-09-09,25.57
C-1844,2024-06-28,30.09
C-1414,2024-08-22,69.72
C-1646,2024-01-22,68.84
C-1476,2025-03-15,102.95
C-1102,2025-01-30,77.01
C-1006,2025-10-01,67.46
C-1573,2024-08-27,39.14
C-1089,2024-08-19,24.56
C-1344,2025-10-25,35.25
C-1427,2025-10-18,120.19
C-1625,2024-10-10,75.95
C-1955,2025-10-16,55.42
C-1275,2025-11-12,17.14
C-1139,2024-12-22,70.25
C-1879,2024-09-26,49.34
C-1858,2025-10-26,61.97
C-1667,2024-10-25,82.04
C-1856,2025-01-05,47.28
C-1421,2025-04-24,6.6
C-1578,2024-03-02,28.79
C-1597,2025-01-16,83.88
C-1391,2024-02-21,79.84
C-1809,2024-07-22,87.13
C-1879,2024-08-25,17.23
C-1406,2025-05-22,54.34
C-1361,2025-01-15,76.87
C-1476,2024-04-23,65.53
C-1019,2025-06-11,18.5
C-1180,2025-09-08,21.35
C-1611,2025-08-24,36.56
C-1502,2024-03-19,36.75
C-1584,2025-11-18,77.31
C-1401,2024-08-11,48.85
C-1517,2025-09-25,83.0
C-1248,2024-11-13,7.83
C-1964,2024-07-28,94.09
C-1893,2026-01-25,39.5
C-1085,2025-02-18,101.31
C-1915,2024-05-12,57.56
C-1790,2025-10-10,85.92
C-1519,2025-01-13,85.09
C-1787,2025-11-21,42.99
C-1161,2024-11-26,44.81
C-1885,2024-04-13,6.29
C-1939,2024-02-03,38.29
C-1241,2024-04-22,54.97
C-1823,2025-10-08,39.36
C-1117,2025-12-01,40.01
C-1417,2024-04-22,51.92
C-1043,2024-05-07,64.39
C-1393,2025-05-26,58.89
C-1913,2024-02-14,31.99
C-1314,2024-06-25,57.04
C-1227,2025-12-03,85.86
C-1869,2025-01-13,70.05
C-1488,2025-12-02,92.55
C-1656,2026-01-13,77.19
C-1871,2024-07-22,62.4
C-1593,2024-06-29,25.14
C-1498,2024-11-15,74.35
C-1943,2025-11-13,54.63
C-1294,2025-05-26,77.47
C-1137,2024-05-08,101.48
C-1048,2025-11-06,83.78
C-1310,2025-06-20,50.86
C-1902,2025-09-30,71.47
C-1326,2024-08-12,55.87
C-1966,2026-03-02,72.66
C-1440,2025-10-14,75.01
C-1534,2025-08-17,44.89
C-1079,2024-12-18,59.14
C-1395,2024-10-16,56.22
C-1127,2025-12-02,97.98
C-1908,2025-06-26,41.66
C-1842,2024-01-29,38.26
C-1705,2024-01-16,73.95
C-1404,2025-09-27,63.19
C-1530,2025-09-05,83.57
C-1296,2025-05-24,43.8
C-1714,2025-07-26,54.97
C-1874,2024-12-24,88.22
C-1705,2026-02-25,64.61
C-1824,2024-06-13,57.52
C-1572,2025-08-26,67.22
C-1736,2024-05-06,55.49
C-1192,2025-09-18,78.96
C-1138,2025-04-25,29.49
C-1448,2024-11-28,11.32
C-1706,2025-04-10,50.53
C-1717,2026-03-09,39.89
C-1604,2025-10-18,50.48
C-1597,2025-05-23,64.3
C-1900,2026-02-10,16.79
C-1675,2024-01-06,71.49
C-1484,2025-08-23,109.04
C-1665,2025-11-09,68.8
C-1339,2025-02-16,61.8
C-1731,2025-06-03,84.75
C-1352,2024-03-06,60.37
C-1078,2025-08-20,62.63
C-1557,2024-04-22,36.35
C-1090,2024-05-20,48.16
C-1151,2026-01-20,98.16
C-1626,2024-11-14,27.73
C-1702,2025-04-06,43.65
C-1011,2024-06-04,64.08
C-1807,2024-06-25,61.08
C-1340,2024-02-26,32.67
C-1329,2024-12-28,116.87
C-1891,2025-03-29,60.15
C-1886,2024-01-23,62.3
C-1154,2024-07-04,37.13
C-1320,2025-01-24,59.25
C-1433,2024-01-22,83.9
C-1078,2024-02-20,107.18
C-1727,2024-06-24,119.31
C-1738,2024-04-15,65.38
C-1192,2024-11-11,48.82
C-1550,2025-03-30,37.83
C-1650,2024-10-18,66.96
C-1145,2025-02-28,28.92
C-1313,2024-07-02,75.29
C-1822,2024-09-09,46.92
C-1777,2025-11-30,22.1
C-1810,2025-02-18,76.39
C-1197,2024-11-18,54.84
C-1620,2025-09-19,28.19
C-1603,2024-05-17,14.53
C-1593,2025-01-06,45.75
C-1616,2025-08-22,111.58
C-1042,2025-10-27,8.0
C-1838,2025-08-28,42.63
C-1289,2025-01-10,32.84
C-1768,2025-04-11,92.58
C-1470,2024-05-28,31.63
C-1087,2024-11-19,90.73
C-1081,2025-10-02,30.44
C-1285,2025-01-16,87.76
C-1452,2025-12-15,38.56
C-1023,2024-11-06,65.83
C-1663,2025-03-13,84.04
C-1537,2025-12-06,118.43
C-1496,2025-08-09,66.26
C-1946,2024-06-11,88.4
C-1697,2025-07-19,22.21
C-1294,2024-02-11,73.29
C-1137,2024-07-05,17.39
C-1909,2025-12-16,85.81
C-1799,2025-03-01,72.99
C-1415,2024-01-26,18.49
C-1633,2024-04-15,95.9
C-1129,2025-10-31,40.56
C-1109,2025-07-14,12.9
C-1640,2025-08-07,28.06
C-1891,2024-06-16,30.44
C-1556,2025-03-27,41.87
C-1145,2025-12-16,52.45
C-1873,2024-10-25,24.65
C-1463,2025-03-28,79.31
C-1783,2025-01-05,112.22
C-1729,2024-08-01,11.92
C-1573,2024-11-23,49.59
C-1081,2024-12-28,96.14
C-1504,2024-07-20,25.47
C-1643,2025-08-11,41.46
C-1600,2025-02-05,50.64
C-1175,2025-06-28,84.14
C-1569,2025-04-11,72.25
C-1998,2025-09-28,90.92
C-1393,2024-02-11,39.47
C-1782,2025-03-16,61.53
C-1836,2025-09-08,56.45
C-1214,2024-03-11,24.55
C-1567,2024-08-23,91.76
C-1886,2024-06-10,49.5
C-1190,2024-01-09,24.83
C-1818,2025-11-30,25.71
C-1581,2024-10-13,56.27
C-1441,2024-01-14,68.65
C-1163,2025-02-23,11.14
C-1547,2025-07-13,75.61
C-1596,2024-01-28,92.49
C-1741,2025-03-01,67.64
C-1100,2025-06-24,78.99
C-1678,2026-02-07,5.98
C-1806,2024-10-03,14.97
C-1316,2024-05-17,56.02
C-1342,2024-04-14,14.95
C-1265,2025-11-24,97.96
C-1851,2024-03-05,64.57
C-1782,2026-01-22,35.01
C-1539,2026-01-04,110.74
C-1991,2024-04-08,89.79
C-1316,2024-05-02,72.35
C-1456,2025-06-05,70.73
C-1519,2025-12-17,87.16
C-1541,2025-04-23,33.46
C-1912,2024-01-20,56.18
C-1896,2024-05-11,96.8
C-1355,2024-02-23,59.41
C-1981,2024-08-02,74.69
C-1459,2025-04-02,30.2
C-1349,2025-12-06,78.1
C-1543,2024-04-15,77.86
C-1526,2024-02-22,41.39
C-1939,2025-06-03,49.55
C-1146,2024-06-14,72.35
C-1378,2024-05-18,15.08
C-1444,2024-11-21,20.34
C-1845,2025-12-08,58.09
C-1752,2025-04-21,59.48
C-1842,2025-02-17,16.63
C-1344,2025-06-14,36.82
C-1158,2025-06-21,33.88
C-1046,2025-06-08,36.23
C-1728,2025-12-06,71.03
C-1418,2025-11-11,57.73
C-1972,2026-03-09,9.05
C-1455,2024-10-23,89.51
C-1111,2024-08-17,72.6
C-1155,2025-02-24,34.77
C-1104,2025-12-05,35.97
C-1866,2025-01-16,23.62
C-1137,2024-09-26,37.89
C-1463,2025-11-05,19.63
C-1449,2024-11-26,82.78
C-1273,2024-01-20,52.27
C-1238,2024-09-26,83.92
C-1825,2024-04-13,54.4
C-1681,2024-07-04,31.86
C-1958,2024-09-09,8.22
C-1018,2025-12-12,58.21
C-1962,2024-08-23,44.65
C-1853,2025-04-09,80.57
C-1520,2025-12-02,35.82
C-1861,2025-11-07,17.94
C-1947,2025-10-09,100.7
C-1003,2025-10-28,27.11
C-1093,2025-07-13,57.17
C-1751,2024-07-31,115.43
C-1515,2024-03-16,74.12
C-1840,2024-03-17,75.69
C-1105,2025-07-04,67.69
C-1475,2024-10-01,52.64
C-1076,2025-03-17,35.63
C-1539,2024-09-01,96.23
C-1716,2025-07-23,36.2
C-1712,2026-01-06,50.15
C-1142,2024-12-17,55.37
C-1544,2024-05-31,43.8
C-1762,2024-10-29,39.99
C-1623,2025-10-17,49.9
C-1263,2026-01-25,104.1
C-1002,2025-09-28,40.53
C-1463,2024-02-28,87.97
C-1176,2024-03-03,60.04
C-1245,2024-10-15,25.42
C-1797,2024-11-27,13.78
C-1509,2026-03-01,84.02
C-1717,2025-08-28,97.22
C-1198,2024-09-27,18.74
C-1745,2025-07-11,111.02
C-1248,2024-09-02,85.27
C-1939,2025-08-09,42.94
C-1563,2024-03-28,21.85
C-1312,2024-03-06,109.13
C-1792,2025-07-11,57.13
C-1072,2024-12-08,39.83
C-1627,2024-11-12,90.3
C-1782,2025-12-05,48.19
C-1781,2024-10-18,50.75
C-1721,2025-05-09,74.13
C-1048,2025-05-01,62.76
C-1622,2024-11-16,70.14
C-1056,2025-01-10,73.8
C-1348,2024-09-27,32.62
C-1642,2024-11-24,35.15
C-1121,2024-02-10,29.31
C-1278,2026-02-01,36.65
C-1468,2025-02-03,49.62
C-1818,2024-02-21,51.7
C-1208,2025-07-03,28.91
C-1050,2025-01-27,87.92
C-1652,2025-11-10,33.17
C-1299,2025-09-13,49.94
C-1195,2025-02-20,36.76
C-1364,2024-12-29,78.41
C-1970,2025-10-13,73.02
C-1010,2024-11-15,8.56
C-1712,2024-05-05,85.91
C-1013,2024-09-13,75.41
C-1208,2024-10-07,92.7
C-1616,2025-04-27,49.0
C-1146,2024-10-05,46.63
C-1143,2024-10-15,7.19
C-1385,2024-01-14,18.59
C-1344,2025-02-03,92.03
C-1206,2024-06-20,114.81
C-1622,2024-07-01,26.65
C-1398,2024-03-12,18.48
C-1354,2025-12-27,54.74
C-1496,2024-11-23,114.27
C-1446,2025-01-07,22.49
C-1361,2024-04-02,63.91
C-1735,2026-01-06,16.77
C-1880,2024-12-11,29.81
C-1671,2025-12-19,91.51
C-1780,2024-07-12,90.58
C-1014,2026-02-16,101.21
C-1296,2025-02-14,32.38
C-1427,2025-10-11,66.48
C-1830,2024-08-16,67.28
C-1103,2024-07-22,46.7
C-1052,2025-01-09,11.69
C-1030,2024-05-14,75.61
C-1057,2024-04-14,69.59
C-1294,2025-10-29,45.24
C-1157,2025-07-02,49.93
C-1462,2025-12-25,78.06
C-1819,2024-04-10,60.51
C-1091,2026-03-01,42.57
C-1446,2024-04-18,57.84
C-1919,2025-03-10,23.55
C-1441,2024-08-05,31.7
C-1568,2025-07-27,54.02
C-1874,2025-04-10,45.39
C-1837,2024-01-30,8.38
C-1358,2024-10-14,80.84
C-1802,2026-02-27,77.26
C-1831,2024-12-16,61.14
C-1162,2026-02-21,51.67
C-1887,2024-04-05,46.11
C-1352,2026-03-10,11.14
C-1435,2024-03-23,45.42
C-1589,2025-10-20,71.29
C-1106,2025-01-16,12.89
C-1868,2025-04-12,43.08
C-1865,2025-06-21,54.96
C-1946,2024-03-13,88.73
C-1991,2025-09-26,26.42
C-1589,2024-07-04,64.64
C-1855,2024-09-09,85.31
C-1786,2024-05-28,53.67
C-1730,2024-05-01,53.36
C-1155,2024-08-25,27.33
C-1375,2024-03-22,55.22
C-1272,2025-08-02,10.64
C-1043,2025-07-26,50.34
C-1408,2024-11-18,14.52
C-1110,2026-02-08,56.15
C-1793,2025-12-12,26.65
C-1098,2025-06-22,93.52
C-1188,2024-08-27,61.17
C-1870,2025-05-17,29.3
C-1270,2025-06-03,32.89
C-1549,2024-04-23,78.57
C-1358,2025-10-11,95.63
C-1613,2024-11-29,47.66
C-1260,2026-01-04,69.75
C-1198,2024-07-29,92.65
C-1471,2025-04-26,40.07
C-1022,2025-07-13,46.86
C-1324,2026-02-23,60.78
C-1243,2024-11-22,38.7
C-1364,2025-08-24,43.7
C-1341,2026-03-02,59.39
C-1624,2024-02-15,88.89
C-1503,2024-09-30,32.17
C-1614,2024-05-03,58.29
C-1009,2024-11-24,46.35
C-1760,2026-02-20,80.37
C-1441,2024-08-04,93.41
C-1831,2025-12-11,47.07
C-1355,2025-09-17,82.0
C-1733,2024-03-31,71.21
C-1166,2024-07-25,66.84
C-1156,2026-01-30,42.23
C-1768,2026-01-16,68.51
C-1073,2024-07-05,47.15
C-1573,2024-12-02,41.98
C-1138,2025-04-03,106.66
C-1069,2025-01-19,41.56
C-1973,2025-10-01,18.56
C-1430,2024-11-20,61.28
C-1916,2024-02-29,38.17
C-1396,2024-09-13,57.24
C-1808,2024-06-06,86.05
C-1568,2025-03-08,14.21
C-1727,2025-08-23,75.42
C-1448,2026-03-03,87.83
C-1642,2024-02-18,108.46
C-1658,2024-11-11,63.09
C-1840,2024-05-24,52.38
C-1955,2024-12-31,72.11
C-1843,2025-03-19,45.06
C-1915,2025-03-09,39.44
C-1963,2024-06-26,80.6
C-1292,2024-02-15,100.1
C-1138,2024-09-03,45.31
C-1147,2024-08-17,26.93
C-1087,2024-03-28,62.89
C-1712,2025-12-26,71.63
C-1475,2025-07-26,13.7
C-1782,2025-08-28,72.7
C-1060,2025-11-28,77.84
C-1542,2024-08-06,60.0
C-1159,2024-08-24,28.62
C-1738,2024-06-29,55.88
C-1949,2025-09-22,20.25
C-1382,2024-01-17,7.42
C-1872,2025-04-30,57.84
C-1405,2024-04-26,63.92
C-1548,2025-09-16,59.18
C-1546,2025-10-05,61.72
C-1080,2025-11-15,39.07
C-1665,2025-10-23,25.13
C-1667,2025-03-24,78.15
C-1427,2025-03-02,52.97
C-1165,2025-08-19,90.75
C-1956,2025-10-10,16.27
C-1911,2025-01-13,64.86
C-1001,2025-09-09,31.57
C-1169,2024-07-23,62.8
C-1824,2024-12-02,56.6
C-1652,2024-10-01,30.37
C-1006,2025-07-19,110.03
C-1202,2025-06-26,72.95
C-1800,2025-04-06,110.84
C-1687,2024-05-05,26.61
C-1493,2024-02-16,103.96
C-1463,2026-02-25,67.29
C-1848,2024-05-02,82.91
C-1779,2024-01-23,11.0
C-1565,2026-02-04,18.17
C-1163,2026-02-09,37.26
C-1825,2024-08-03,65.75
C-1089,2024-11-06,19.1
C-1556,2024-09-13,53.22
C-1337,2024-06-19,94.27
C-1947,2024-03-07,28.29
C-1836,2024-03-08,73.83
C-1505,2024-01-28,27.97
C-1259,2025-08-13,28.86
C-1784,2025-09-11,87.47
C-1183,2024-01-23,17.25
C-1785,2024-05-08,13.74
C-1478,2025-07-24,49.63
C-1491,2025-05-27,50.24
C-1284,2025-08-23,61.53
C-1416,2024-04-09,65.05
C-1387,2024-08-28,28.12
C-1781,2025-12-31,69.08
C-1451,2024-10-03,73.5
C-1228,2024-06-19,58.62
C-1121,2024-08-14,52.19
C-1293,2025-08-22,27.62
C-1758,2025-03-26,54.81
C-1448,2026-01-25,32.88
C-1944,2026-02-28,29.97
C-1333,2024-05-21,58.89
C-1997,2025-05-11,82.18
C-1395,2024-02-24,70.49
C-1672,2026-03-07,81.03
C-1324,2025-12-10,105.86
C-1563,2025-10-11,76.12
C-1471,2024-03-14,48.42
C-1698,2025-07-17,55.59
C-1929,2025-03-08,49.72
C-1991,2026-01-06,41.99
C-1993,2024-09-04,58.03
C-1955,2024-11-22,69.09
C-1919,2025-12-03,5.43
C-1285,2025-08-30,23.8
C-1311,2024-11-04,74.38
C-1947,2024-05-11,22.03
C-1929,2024-04-30,59.89
C-1793,2026-02-10,23.12
C-1038,2025-07-19,59.76
C-1199,2026-02-26,84.74
C-1527,2025-11-15,90.43
C-1499,2024-02-11,67.1
C-1011,2026-01-15,34.95
C-1217,2025-10-10,87.46
C-1105,2025-11-21,75.52
C-1753,2025-02-11,81.58
C-1456,2025-10-14,5.88
C-1020,2025-10-20,39.37
C-1600,2024-07-21,38.97
C-1084,2024-06-15,46.93
C-1383,2025-04-12,66.51
C-1792,2025-04-17,66.37
C-1992,2024-09-14,41.95
C-1744,2025-05-04,98.21
C-1732,2024-11-21,7.74
C-1707,2024-12-15,47.59
C-1083,2025-01-21,60.09
C-1439,2026-01-09,27.34
C-1959,2024-09-20,5.04
C-1632,2025-02-14,61.28
C-1172,2024-01-04,96.04
C-1471,2024-04-19,58.78
C-1866,2024-02-06,65.14
C-1950,2025-01-15,37.23
C-1267,2024-01-11,75.58
C-1781,2025-06-28,19.61
C-1009,2025-08-14,104.6
C-1847,2024-02-28,73.69
C-1435,2024-04-06,25.05
C-1264,2024-01-09,103.7
C-1456,2026-03-05,114.74
C-1007,2024-07-26,66.79
C-1913,2025-09-28,31.09
C-1517,2025-05-31,56.23
C-1442,2025-08-14,83.16
C-1337,2025-11-20,18.31
C-1884,2024-04-04,46.45
C-1952,2024-08-18,74.21
C-1783,2025-05-09,21.58
C-1746,2025-03-12,36.07
C-1830,2025-01-02,48.58
C-1911,2025-06-24,80.11
C-1143,2025-08-10,87.98
C-1772,2024-09-24,49.34
C-1168,2026-02-09,59.14
C-1561,2025-03-15,113.7
C-1491,2025-01-27,82.15
C-1038,2025-09-03,50.97
C-1172,2024-01-17,85.24
C-1196,2025-10-15,57.14
C-1834,2024-01-23,59.87
C-1137,2025-04-17,23.28
C-1844,2026-02-22,50.98
C-1228,2024-11-12,42.35
C-1597,2026-02-06,29.18
C-1560,2024-07-19,64.52
C-1947,2024-09-14,60.05
C-1647,2024-02-28,83.44
C-1704,2025-04-09,52.14
C-1094,2024-05-04,52.73
C-1040,2024-09-10,58.29
C-1580,2024-03-09,42.51
C-1080,2025-06-25,14.65
C-1207,2024-07-31,29.17
C-1833,2024-09-22,44.11
C-1076,2024-10-14,80.63
C-1046,2025-09-13,77.48
C-1352,2024-06-05,55.65
C-1260,2024-03-17,62.98
C-1578,2025-03-30,50.67
C-1739,2024-06-11,104.23
C-1541,2024-12-24,66.41
C-1849,2024-11-26,67.2
C-1807,2025-03-24,21.61
C-1412,2024-11-25,35.67
C-1258,2024-10-18,67.85
C-1810,2024-05-22,51.73
C-1364,2024-03-30,23.0
C-1719,2024-06-12,82.13
C-1516,2025-04-29,24.78
C-1589,2025-08-25,109.27
C-1486,2024-12-04,71.82
C-1686,2025-07-19,61.76
C-1222,2024-01-09,102.37
C-1052,2024-03-17,16.09
C-1821,2025-09-15,35.28
C-1862,2024-06-13,68.22
C-1961,2024-12-30,30.93
C-1700,2024-11-01,18.59
C-1927,2024-01-22,44.55
C-1879,2025-03-25,76.1
C-1106,2024-07-06,51.33
C-1775,2024-03-26,76.19
C-1570,2025-02-06,61.84
C-1539,2024-03-12,60.4
C-1484,2024-02-25,33.06
C-1985,2024-08-10,44.66
C-1936,2025-03-25,11.16
C-1792,2025-05-06,50.36
C-1163,2026-01-14,23.2
C-1254,2025-04-20,136.25
C-1173,2025-04-14,79.24
C-1344,2025-03-20,91.07
C-1591,2025-06-10,117.27
C-1687,2025-03-31,75.55
C-1568,2025-12-11,58.64
C-1528,2025-03-09,30.52
C-1440,2026-02-19,11.35
C-1302,2024-03-27,111.06
C-1832,2026-03-07,56.04
C-1559,2025-05-31,87.7
C-1674,2025-11-15,37.86
C-1140,2024-05-17,40.47
C-1280,2025-11-14,53.62
C-1827,2025-03-06,54.5
C-1210,2024-10-28,75.5
C-1085,2025-01-31,56.91
C-1914,2025-01-15,43.85
C-1443,2024-02-02,111.77
C-1307,2026-01-08,28.49
C-1795,2024-03-10,67.91
C-1982,2026-02-04,80.38
C-1480,2024-05-23,48.59
C-1745,2024-06-23,96.81
C-1843,2024-11-20,64.48
C-1797,2024-01-18,38.02
C-1043,2024-06-03,10.53
C-1868,2024-02-28,43.72
C-1891,2024-12-18,37.88
C-1190,2025-06-13,61.11
C-1912,2026-01-07,102.38
C-1244,2024-03-16,36.65
C-1546,2024-09-23,76.34
C-1024,2025-03-07,12.67
C-1159,2025-08-18,14.71
C-1165,2025-12-03,43.13
C-1174,2024-01-01,51.83
C-1616,2024-11-13,92.16
C-1802,2024-09-06,35.88
C-1951,2025-09-14,66.94
C-1716,2024-09-12,54.31
C-1390,2025-11-06,93.36
C-1168,2024-10-24,84.44
C-1295,2025-04-11,75.08
C-1234,2025-11-07,8.88
C-1844,2024-08-19,7.5
C-1872,2025-05-05,10.74
C-1799,2024-12-29,85.68
C-1201,2024-05-25,96.14
C-1646,2024-02-10,69.84
C-1295,2024-01-03,84.03
C-1220,2025-01-04,63.67
C-1367,2025-03-11,38.8
C-1901,2024-06-14,14.9
C-1025,2025-01-29,55.85
C-1482,2025-06-26,27.69
C-1204,2025-05-16,33.22
C-1145,2024-04-10,98.46
C-1879,2024-08-28,97.65
C-1883,2024-06-21,55.5
C-1501,2025-06-30,69.0
C-1904,2025-06-16,78.7
C-1819,2024-06-11,12.22
C-1054,2024-11-28,66.82
C-1126,2025-12-05,41.31
C-1302,2025-04-08,93.53
C-1234,2025-11-26,85.59
C-1768,2025-10-08,26.06
C-1000,2025-07-14,78.75
C-1854,2025-03-04,21.44
C-1234,2024-12-14,108.01
C-1395,2024-12-16,23.07
C-1415,2024-02-20,85.94
C-1881,2025-10-28,11.91
C-1756,2025-09-14,27.8
C-1887,2025-08-13,90.29
C-1901,2025-11-03,55.82
C-1028,2025-03-20,23.31
C-1965,2025-12-19,21.86
C-1265,2025-11-24,42.93
C-1104,2025-03-08,73.82
C-1769,2025-11-06,88.35
C-1658,2025-10-27,36.99
C-1642,2024-09-11,59.19
C-1207,2025-03-25,78.9
C-1483,2026-01-02,31.76
C-1535,2026-01-25,81.66
C-1210,2025-10-27,103.21
C-1292,2026-01-03,23.81
C-1762,2024-05-01,67.63
C-1298,2026-02-13,79.32
C-1462,2025-03-13,82.02
C-1126,2024-07-15,74.96
C-1007,2025-06-27,24.37
C-1467,2024-11-15,75.09
C-1674,2024-03-01,74.95
C-1437,2024-09-20,68.54
C-1469,2025-10-22,84.63
C-1715,2026-02-17,33.31
C-1481,2024-12-01,44.52
C-1434,2024-07-14,85.94
C-1664,2025-10-31,23.71
C-1465,2025-10-12,13.42
C-1815,2024-10-02,84.35
C-1513,2024-03-28,42.73
C-1589,2026-02-10,59.82
C-1240,2025-10-14,71.08
C-1127,2025-05-17,28.55
C-1199,2025-06-26,83.13
C-1233,2025-12-14,26.23
C-1790,2025-10-04,83.54
C-1360,2024-11-03,7.35
C-1882,2024-06-10,39.49
C-1455,2024-03-11,73.57
C-1837,2025-04-10,92.27
C-1472,2025-06-16,39.55
C-1493,2024-03-22,79.27
C-1922,2024-01-12,37.03
C-1262,2025-10-18,75.53
C-1025,2026-02-21,53.0
C-1498,2025-05-22,78.22
C-1606,2024-02-04,73.54
C-1704,2025-03-31,39.89
C-1594,2024-01-25,107.28
C-1568,2024-02-01,62.52
C-1603,2024-01-01,75.3
C-1434,2024-05-15,51.54
C-1475,2026-03-01,7.49
C-1323,2024-06-28,14.76
C-1020,2024-04-14,16.5
C-1577,2025-03-18,75.21
C-1339,2026-01-31,38.47
C-1854,2024-12-19,66.88
C-1577,2025-09-28,34.59
C-1318,2024-03-27,68.2
C-1891,2026-02-16,7.06
C-1782,2024-02-11,14.38
C-1528,2024-09-21,50.55
C-1625,2024-10-18,51.2
C-1818,2024-04-06,83.66
C-1886,2024-04-04,42.19
C-1757,2024-03-17,71.6
C-1207,2026-02-04,22.61
C-1343,2026-02-09,60.41
C-1819,2024-03-14,47.31
C-1832,2026-01-16,14.89
C-1985,2026-01-31,37.22
C-1746,2025-10-29,96.08
C-1454,2024-04-24,14.78
C-1857,2024-09-01,45.42
C-1817,2025-06-09,63.82
C-1041,2025-04-09,43.47
C-1621,2024-10-04,90.79
C-1584,2025-02-06,29.83
C-1911,2025-02-12,53.83
C-1413,2025-03-04,51.58
C-1634,2025-12-30,135.54
C-1485,2025-05-31,79.22
C-1445,2025-12-09,42.85
C-1442,2024-09-09,64.63
C-1264,2024-04-02,9.11
C-1636,2026-01-15,64.94
C-1572,2024-11-02,56.73
C-1900,2025-01-12,39.32
C-1453,2024-07-09,85.41
C-1366,2024-03-29,33.96
C-1186,2024-05-11,38.48
C-1841,2024-02-03,70.29
C-1931,2025-08-04,95.58
C-1180,2024-01-19,41.0
C-1225,2025-04-17,36.14
C-1174,2024-08-09,33.54
C-1614,2024-02-23,59.06
C-1866,2024-12-14,45.21
C-1442,2025-08-02,21.28
C-1914,2025-09-22,71.9
C-1891,2025-10-07,42.94
C-1234,2024-03-23,76.64
C-1092,2025-01-28,32.02
C-1582,2025-06-12,41.16
C-1252,2024-05-01,67.32
C-1209,2025-12-30,31.98
C-1752,2025-04-08,69.32
C-1415,2024-08-03,99.78
C-1079,2026-02-17,97.28
C-1976,2025-03-23,40.38
C-1512,2024-11-14,86.86
C-1639,2025-12-24,52.25
C-1774,2024-03-20,56.13
C-1400,2025-12-24,45.56
C-1281,2024-04-21,64.28
C-1508,2025-06-29,59.9
C-1774,2024-12-30,46.47
C-1738,2025-06-20,77.6
C-1233,2024-02-28,62.13
C-1389,2024-06-28,25.12
C-1718,2024-05-28,15.32
C-1255,2026-02-04,64.18
C-1863,2026-03-10,65.93
C-1445,2025-01-22,48.41
C-1085,2026-02-24,92.41
C-1317,2025-07-19,81.04
C-1398,2025-12-09,96.9
C-1898,2025-03-22,20.02
C-1802,2025-11-22,73.07
C-1733,2026-02-24,72.35
C-1889,2024-08-31,43.59
C-1372,2025-07-21,30.5
C-1637,2024-06-07,82.94
C-1926,2025-09-11,53.33
C-1210,2025-03-22,104.41
C-1356,2024-10-30,100.57
C-1232,2024-11-22,21.53
C-1092,2025-11-18,54.52
C-1329,2025-12-23,19.53
C-1983,2024-09-21,67.03
C-1646,2025-10-17,80.27
C-1498,2024-05-18,73.15
C-1636,2025-12-16,63.53
C-1907,2024-09-11,74.98
C-1084,2025-04-02,98.04
C-1599,2024-03-09,45.46
C-1036,2026-02-03,65.21
C-1892,2025-11-10,65.4
C-1565,2024-06-26,69.51
C-1136,2024-07-08,71.54
C-1639,2024-12-07,39.13
C-1786,2025-12-20,40.24
C-1414,2025-09-18,52.63
C-1593,2025-10-27,90.86
C-1652,2024-05-25,33.93
C-1569,2025-05-06,49.07
C-1574,2024-12-12,71.71
C-1932,2024-04-03,15.97
C-1372,2024-12-04,91.27
C-1916,2024-02-09,85.63
C-1358,2025-07-27,46.68
C-1756,2024-06-18,17.33
C-1689,2025-12-01,75.88
C-1458,2025-06-12,53.22
C-1881,2024-12-06,72.47
C-1939,2025-11-15,70.49
C-1730,2025-04-08,70.1
C-1030,2025-01-02,53.96
C-1558,2025-10-07,53.95
C-1619,2025-02-01,39.68
C-1271,2025-11-13,53.83
C-1080,2026-02-18,93.05
C-1127,2024-08-22,52.79
C-1570,2026-01-30,84.32
C-1703,2024-01-24,44.04
C-1133,2025-02-24,39.9
C-1212,2025-04-26,62.45
C-1848,2025-02-01,57.4
C-1582,2025-12-26,53.8
C-1990,2026-03-08,33.16
C-1696,2025-12-19,12.82
C-1609,2025-07-07,125.71
C-1650,2026-03-05,17.65
C-1242,2025-06-13,55.03
C-1588,2024-02-14,34.34
C-1688,2026-01-03,59.15
C-1926,2024-04-01,91.54
